bill_id,item_name,quantity,price
19,Bún thêm,1,5.000
19,Tiger Nâu,24,14.000
20,Nước Ngọt.Suối,2,10.000
20,Tôm Nướng Mọi,1,69.000
20,Cơm Rang Hãi Sãn,1,79.000
21,Mực Nia Pallet,1,99.000
21,Ốc Bưu Quay Lu,1,49.000
21,Cơm Rang Cá Mặn,1,59.000
21,Cơm Rang Hãi Sãn,1,79.000
21,Mực Pattaya,1,69.000
22,Óc Tủy Hấp Gừng,1,69.000
22,Mực Pattaya,1,69.000
22,Beck's,4,14.000
22,Sườn Nướng Sã Ơt,1,89.000
23,Nước Ngọt.Suối,4,10.000
23,Lẫu Nướng Pallet,1,189.000
23,Cơm Rang Tỏi,1,49.000
24,Beck's,1,14.000
24,Mực Hấp Gừng,1,69.000
24,Gỏi Sứa,1,59.000
24,Mực Pattaya,1,69.000
24,Cơm Rang Hãi Sãn,1,79.000
25,Nước Ngọt.Suối,2,10.000
25,Lẫu Nướng Pallet,1,189.000
26,Nước Ngọt.Suối,1,10.000
26,Beck's,20,14.000
26,Mực Pattaya,2,69.000
26,Gỏi Sứa,2,59.000
26,Sườn Nướng Pallet,2,99.000
27,Mực Pattaya,1,69.000
27,Nước Ngọt.Suối,2,10.000
27,Cơm Rang Hãi Sãn,1,79.000
28,Ốc Bưu Quay Lu,1,49.000
28,Beck's,8,14.000
28,.Sụn Gà Cháy Tỏi,1,59.000
29,Tiger Nâu,21,14.000
29,Beck's,2,14.000
29,Mực Pattaya,1,69.000
29,Lẫu Khô,1,139.000
29,Ốc Bưu Quay Lu,1,49.000
30,Cơm Rang Tỏi,1,49.000
30,Nước Ngọt.Suối,1,10.000
30,Tôm Hấp Bia,1,69.000
30,Lẫu Gà Chanh Ớt,1,139.000
31,Beck's,3,14.000
31,Nước Ngọt.Suối,3,10.000
31,Mực Pattaya,1,69.000
32,Nước Ngọt.Suối,1,10.000
32,Beck's,1,14.000
32,.Sụn Gà Cháy Tỏi,1,59.000
32,Éch Chiên Nươc Mắm,1,79.000
32,Mực Pattaya,1,69.000
33,Cơm Rang Cá Mặn,1,59.000
33,Beck's,5,14.000
33,Gỏi Sứa,1,59.000
33,Mực Pattaya,1,69.000
33,Cật Xào Chua Ngọt,1,69.000
34,Tôm cháy tỏi,1,69.000
34,Nước Ngọt.Suối,1,10.000
34,.Mì thêm,1,5.000
34,Lẫu Thái,1,129.000
35,Mực Pattaya,1,69.000
35,Lẩu Ếch Chanh Ớt,1,139.000
35,Cơm Rang Hãi Sãn,1,79.000
35,Nước Ngọt.Suối,5,10.000
35,Ốc Bưu Quay Lu,1,49.000
35,Mì Xào Bò,1,89.000
35,Bò cuộn phô mai kim châm,1,89.000
36,Tiger Bạc,14,15.500
36,Gỏi Sứa,1,59.000
36,Mực Pattaya,1,69.000
36,.Sụn Gà Cháy Tỏi,1,59.000
37,Beck's,1,14.000
37,Nước Ngọt.Suối,1,10.000
37,Mực Pattaya,1,69.000
37,.Sụn Gà Cháy Tỏi,1,59.000
38,Gà Nia,1,159.000
38,Bún thêm,1,5.000
38,Lẫu Thái,1,129.000
39,Beck's,5,14.000
39,Lẫu Thái,1,129.000
39,Sườn Nướng Sữa,1,89.000
40,Mực Pattaya,1,69.000
40,.Sụn Gà Chiên Nước Mắm,1,59.000
40,Gà Nia,1,159.000
40,Mì Hải Sãn,1,89.000
40,Beck's,24,14.000
41,Ba Rọi Nướng Giềng,2,79.000
42,.Sụn Gà Cháy Tỏi,1,59.000
42,Nước Ngọt.Suối,2,10.000
42,Bò cuộn phô mai kim châm,1,89.000
42,Mực 1 nắng nướng muối ớt,1,69.000
43,Cơm Rang Hãi Sãn,1,79.000
43,.Sụn Gà Chiên Nước Mắm,1,59.000
43,Ốc Bưu Quay Lu,2,49.000
43,Nước Ngọt.Suối,4,10.000
43,Lẫu Nướng Pallet,1,189.000
44,Ốc Bưu Quay Lu,1,49.000
44,Nước Ngọt.Suối,2,10.000
44,Bò cuộn phô mai kim châm,1,89.000
45,Bao Tử Cá Chiên Nước Mắm,1,49.000
45,Beck's,1,14.000
45,Lẫu Khô,1,139.000
46,.Mì thêm,1,5.000
46,Nước Ngọt.Suối,2,10.000
46,Beck's,6,14.000
46,Lẫu Nướng Pallet,1,189.000
46,Tôm cháy tỏi,1,69.000
46,Cơm Rang Cá Mặn,1,59.000
46,Chặng Dừng Nướng Sate,1,69.000
47,Mực Pattaya,1,69.000
47,Nước Ngọt.Suối,2,10.000
47,Mì Hải Sãn,1,89.000
47,.Sụn Gà Chiên Nước Mắm,1,59.000
48,Nước Ngọt.Suối,2,10.000
48,Khoai Tây Chiên,1,29.000
48,Dồi Trường Xào Dưa Cãi,1,89.000
48,Thuốc mèo (lớn),1,25.000
48,Cà Nướng Mỡ Hành,1,29.000
48,Lẫu Thái,1,129.000
48,Mực Pattaya,2,69.000
48,Ốc Bưu Quay Lu,1,49.000
48,Gỏi Sứa,1,59.000
48,Beck's,3,14.000
48,Bò cuộn phô mai kim châm,1,89.000
48,Sài Gòn special,22,14.500
49,Nước Ngọt.Suối,2,10.000
49,Mì Hải Sãn,1,89.000
50,Nước Ngọt.Suối,1,10.000
50,.Tàu Hủ Sã Ớt,1,39.000
50,Cơm Rang Tỏi,1,49.000
50,Bò cuộn phô mai kim châm,1,89.000
51,Sài Gòn special,2,14.500
51,Beck's,2,14.000
51,Mực Nia Pallet,1,99.000
51,Nước Ngọt.Suối,3,10.000
51,Lẫu Nướng Pallet,1,189.000
51,Mực Pattaya,1,69.000
51,Éch Chiên Nươc Mắm,1,79.000
52,Sài Gòn special,2,14.500
52,Beck's,2,14.000
52,.Sụn Gà Chiên Nước Mắm,1,59.000
52,Mực Pattaya,1,69.000
53,Mì Hải Sãn,1,89.000
53,Sườn Nướng Pallet,1,99.000
53,Bò Lúc Lắc Khoai Tây,1,89.000
53,Nước Ngọt.Suối,2,10.000
54,Lẫu Thái,1,129.000
54,Nước Ngọt.Suối,1,10.000
54,Mực Pattaya,1,69.000
54,.Sụn Gà Chiên Nước Mắm,1,59.000
55,Mực Pattaya,1,69.000
55,Gỏi Sứa,1,59.000
55,Tặng Trái Cây,1,0
55,Nước Ngọt.Suối,1,10.000
55,Tiger Nâu,16,14.000
55,.Ốc Hấp Tiêu,1,39.000
56,Nước Ngọt.Suối,2,10.000
56,Bò Lúc Lắc Khoai Tây,1,89.000
56,Mì Hải Sãn,1,89.000
57,Beck's,7,14.000
57,Mực Pattaya,1,69.000
57,Bò cuộn phô mai kim châm,1,89.000
57,Cơm Rang Hãi Sãn,1,79.000
57,Chả cá thêm lẩu thái,1,29.000
57,Nước Ngọt.Suối,1,10.000
57,Lẫu Thái,1,129.000
57,Gỏi Sứa,1,59.000
57,Gà Nia,1,159.000
57,Mực Chiên Giòn,1,69.000
58,Nước Ngọt.Suối,1,10.000
58,Lẫu Khô,1,139.000
59,Sài Gòn special,4,14.500
59,Lẫu Thái,1,129.000
59,Gỏi Sứa,1,59.000
60,Cá Đuối Nướng Bắp Chuối,1,79.000
60,.Sụn Gà Cháy Tỏi,1,59.000
60,Beck's,1,14.000
60,Óc Tủy Hấp Gừng,1,69.000
60,Nước Ngọt.Suối,1,10.000
60,Tiger Bạc,1,15.500
61,Heineken,4,18.000
61,Nước Ngọt.Suối,6,10.000
61,Mực Pattaya,2,69.000
61,.Sụn Gà Chiên Nước Mắm,3,59.000
61,Mực Chiên Giòn,2,69.000
61,Cơm Rang Tỏi,2,49.000
62,.Sụn Gà Cháy Tỏi,1,59.000
62,Sài Gòn special,1,14.500
62,Mì Xào Giòn,1,89.000
63,Bao Tử Cá Chiên Giòn,1,49.000
63,Éch Chiên Nươc Mắm,1,79.000
63,.Ốc Nướng Tiêu,1,39.000
63,Heineken,10,18.000
63,Mực Pattaya,1,69.000
64,Mực Pattaya,1,69.000
64,.Sụn Gà Chiên Nước Mắm,1,59.000
64,Heineken,2,18.000
64,Sườn Nướng Pallet,1,99.000
65,Mì Xào Giòn,1,89.000
65,Mì Thập Cẫm,1,89.000
66,Lẩu Ếch Chanh Ớt,2,139.000
67,Nước Ngọt.Suối,3,10.000
67,Mực Hấp Gừng,1,69.000
67,.Ốc Hấp Tiêu,1,39.000
68,Sài Gòn special,3,14.500
68,Rau Muống Xào Tỏi,1,39.000
68,Bánh Chè Nướng Chao,1,69.000
68,Dồi Trường Chiên Nước Mắm,1,89.000
69,Lẫu Thái,1,129.000
70,Nước Ngọt.Suối,3,10.000
70,Beck's,19,14.000
71,.Tàu Hủ Sã Ớt,1,39.000
71,Nước Ngọt.Suối,1,10.000
71,Cơm Rang Cá Mặn,1,59.000
71,Bò Lúc Lắc Khoai Tây,1,89.000
72,Cánh Gà Chiên Nước Mắm,1,75.000
72,Cơm Rang Hãi Sãn,1,79.000
72,Nước Ngọt.Suối,2,10.000
73,Cơm Rang Cá Mặn,1,59.000
73,Tủy Heo Hấp Gừng,1,69.000
74,Gà Nia,1,159.000
74,Tiger Nâu,4,14.000
74,Nước Ngọt.Suối,1,10.000
74,Tiger Bạc,1,15.500
74,Ốc Bưu Quay Lu,1,49.000
74,Éch Chiên Nươc Mắm,1,79.000
74,Cơm Rang Hãi Sãn,1,79.000
74,Mực Pattaya,1,69.000
75,Éch Chiên Nươc Mắm,1,79.000
75,Lẫu Gà Chanh Ớt,1,139.000
76,Nước Ngọt.Suối,1,10.000
76,Mực Chiên Giòn,1,69.000
76,Cơm Rang Hãi Sãn,1,79.000
76,Gỏi Sứa,1,59.000
77,Nước Ngọt.Suối,2,10.000
77,Gà Nia,1,159.000
77,Mực Pattaya,1,69.000
78,Gỏi Sứa,1,59.000
78,Nước Ngọt.Suối,7,10.000
78,Ếch Xào Lăn,1,89.000
78,Mực Nia Pallet,1,99.000
78,Cơm Rang Cá Mặn,1,59.000
78,Gà Nia,1,159.000
78,Cá trứng chiên giòn SHOCK,1,19.000
78,Mực Pattaya,1,69.000
79,Nước Ngọt.Suối,3,10.000
79,Khoai Tây Chiên,1,29.000
79,Mực Pattaya,1,69.000
79,Lẫu Thái,1,129.000
79,Ốc Bưu Quay Lu,1,49.000
79,Cá trứng chiên giòn SHOCK,1,19.000
80,Bánh Mì Nhỏ,4,3.000
81,Tiger Nâu,4,14.000
81,.Ốc Hấp Tiêu,1,39.000
81,.Rau Thêm Lẫu,1,15.000
81,Tiger Bạc,9,15.500
81,Ba Rọi Nướng Giềng,1,79.000
81,Lẫu Mẽ Cá Đuối,1,139.000
81,Cá trứng chiên giòn SHOCK,1,19.000
82,Nước Ngọt.Suối,2,10.000
82,Gà Nia,1,159.000
82,Mực Pattaya,1,69.000
83,Tôm cháy tỏi,1,69.000
83,Cá trứng chiên giòn SHOCK,1,19.000
83,Nước Ngọt.Suối,3,10.000
83,Cơm Rang Tỏi,1,49.000
83,Rau Muống Xào Tỏi,1,39.000
83,.Ốc Nướng Tiêu,1,39.000
84,Lẫu Nướng Pallet,1,189.000
84,Mực Pattaya,1,69.000
84,Cơm Rang Tỏi,1,49.000
84,Nước Ngọt.Suối,2,10.000
85,Nước Ngọt.Suối,4,10.000
85,Lẫu Bò Kampot,1,169.000
85,Cơm Rang Cá Mặn,1,59.000
85,Gà Nia,1,159.000
85,Mực Pattaya,1,69.000
86,Tiger Nâu,1,14.000
86,Beck's,16,14.000
87,Nước Ngọt.Suối,8,10.000
87,Mực Nia Pallet,1,99.000
87,Óc Tủy Hấp Gừng,1,69.000
87,Ốc Bưu Quay Lu,1,49.000
87,Ớt Chiên Giòn,1,49.000
87,Bao Tử Cá Chiên Giòn,1,49.000
87,Cơm Rang Tỏi,1,49.000
87,Lẫu Thái,1,129.000
88,Cá trứng chiên giòn SHOCK,1,19.000
88,Heineken,2,18.000
88,Mực Pattaya,1,69.000
88,Tủy Heo Chiên Xù,1,59.000
88,Éch Chiên Nươc Mắm,1,79.000
88,.Ốc Hấp Tiêu,1,39.000
88,Lẫu Thái,1,129.000
88,Nước Ngọt.Suối,2,10.000
89,Lẫu Gà Chanh Ớt,1,139.000
90,Cơm Rang Hãi Sãn,1,79.000
90,Beck's,12,14.000
90,Đậu Phộng,1,10.000
90,Bánh Chè Nướng Sate,1,69.000
91,Mực Pattaya,1,69.000
91,Nước Ngọt.Suối,2,10.000
91,Cơm Rang Tỏi,1,49.000
91,Ốc Bưu Quay Lu,1,49.000
92,Ốc Bưu Quay Lu,1,49.000
92,Nước Ngọt.Suối,2,10.000
92,Lẫu Nướng Pallet,1,189.000
93,Bao Tử Cá Chiên Nước Mắm,1,49.000
93,Éch Chiên Nươc Mắm,1,79.000
93,Nước Ngọt.Suối,1,10.000
93,Mực Nướng Mọi,1,69.000
94,Mực Pattaya,1,69.000
94,Cật Nướng Tiêu,1,69.000
94,Tiger Nâu,8,14.000
95,Gà Nia,1,159.000
95,Tiger Nâu,41,14.000
95,Gỏi Sứa,1,59.000
95,Mì Xào Bò,1,89.000
95,Mực Chiên Giòn,1,69.000
95,Mực Pattaya,2,69.000
95,Bao Tử Cá Chiên Nước Mắm,2,49.000
95,Tặng Trái Cây,1,0
95,Nước Ngọt.Suối,8,10.000
95,Tặng Mực Nia,1,0
96,Nước Ngọt.Suối,3,10.000
96,Beck's,2,14.000
96,Lẫu Khô,1,139.000
96,Gà Nia,1,159.000
96,Mực Pattaya,1,69.000
96,Gỏi Sứa,1,59.000
97,Éch Chiên Nươc Mắm,1,79.000
97,Sườn Xào Chua Ngọt,1,89.000
98,Ba Rọi Nướng Giềng,1,79.000
98,Mực Pattaya,2,69.000
98,Lẫu Thái,1,129.000
98,Nước Ngọt.Suối,2,10.000
98,Beck's,2,14.000
99,Nước Ngọt.Suối,2,10.000
99,Tiger Nâu,1,14.000
99,Mực Pattaya,1,69.000
99,Tôm cháy tỏi,1,69.000
99,Lẫu Gà Chanh Ớt,1,139.000
100,Tiger Nâu,8,14.000
100,.Ốc Nướng Tiêu,1,39.000
101,Lẫu Nướng Pallet,1,189.000
101,Mực Pattaya,1,69.000
101,Beck's,1,14.000
101,Ốc Bưu Quay Lu,1,49.000
101,Nước Ngọt.Suối,1,10.000
102,Lẫu Thái,1,129.000
102,Nước Ngọt.Suối,5,10.000
102,Mì Xào Giòn,1,89.000
102,Mực Pattaya,2,69.000
102,Gỏi Sứa,1,59.000
102,Bánh Chè Nướng Chao,1,69.000
103,Cơm Rang Hãi Sãn,1,79.000
103,Lẫu Bò Kampot,1,169.000
103,Nước Ngọt.Suối,2,10.000
104,Mực Chiên Giòn,1,69.000
104,Lẫu Thái,1,129.000
104,.Mì thêm,2,5.000
104,Tiger Nâu,14,14.000
104,Mực Pattaya,1,69.000
104,.Tàu Hủ Sã Ớt,1,39.000
105,Lẫu Nướng Pallet,1,189.000
105,Tiger Nâu,2,14.000
106,Mực Pattaya,1,69.000
106,Nước Ngọt.Suối,5,10.000
106,Tiger Nâu,4,14.000
106,Mì Hải Sãn,1,89.000
106,Mực Chiên Giòn,1,69.000
106,Gà Nia,1,159.000
107,Mực 1 nắng nướng muối ớt,1,69.000
107,Mực Pattaya,1,69.000
107,Ốc Bưu Quay Lu,1,49.000
107,Beck's,3,14.000
107,Tiger Nâu,7,14.000
107,Sườn Chiên Sả,1,89.000
108,Mực Pattaya,1,69.000
108,Lẫu Thái,1,129.000
109,Mực Pattaya,1,69.000
109,Ốc Bưu Quay Lu,1,49.000
109,Gỏi Sứa,1,59.000
109,Beck's,8,14.000
109,Éch Chiên Nươc Mắm,1,79.000
109,.Tàu Hủ Sã Ớt,1,39.000
109,Nước Ngọt.Suối,1,10.000
109,Bánh Chè Chiên Nước Mắm,1,69.000
110,Tôm cháy tỏi,1,69.000
111,Lẫu Thái,3,129.000
111,Nước Ngọt.Suối,3,10.000
111,Ếch Xào Xã Ớt,3,79.000
111,Ớt Chiên Giòn,3,49.000
111,Mực Pattaya,3,69.000
111,Tiger Bạc,4,15.500
111,Tiger Nâu,66,14.000
112,Trứng Chiên Thịt Bầm,1,59.000
112,Beck's,17,14.000
112,Óc Tủy Hấp Gừng,1,69.000
112,Salad Nga,1,39.000
113,Lẫu Gà Chanh Ớt,1,139.000
113,Gõi Đu Đũ 3 Khía Hãi Sãn,1,99.000
113,Beck's,3,14.000
113,Tiger Nâu,11,14.000
114,Ốc Bưu Quay Lu,1,49.000
114,Nước Ngọt.Suối,1,10.000
114,Óc Tủy Hấp Gừng,1,69.000
114,Mực Pattaya,1,69.000
115,Mực Pattaya,1,69.000
115,Bao Tử Cá Chiên Nước Mắm,1,49.000
115,Cơm Rang Hãi Sãn,1,79.000
115,Éch Chiên Nươc Mắm,1,79.000
115,Nước Ngọt.Suối,1,10.000
115,Tiger Nâu,15,14.000
116,Lẫu Bò Kampot,1,169.000
116,Mực Nia Pallet,1,99.000
116,Heineken,1,18.000
116,Mực Pattaya,1,69.000
116,Nước Ngọt.Suối,1,10.000
117,Nước Ngọt.Suối,2,10.000
117,Bao Tử Cá Chiên Giòn,1,49.000
117,Ếch sapo,1,79.000
118,Cơm Rang Tỏi,1,49.000
118,Lẫu Nướng Pallet,1,189.000
118,Mực Pattaya,1,69.000
118,Nước Ngọt.Suối,5,10.000
118,Budweiser,1,20.000
118,Dồi Trường Chiên Giòn,1,89.000
118,Bò Lúc Lắc Khoai Tây,1,89.000
118,Tủy Heo Chiên Xù,1,59.000
118,Cơm Rang Hãi Sãn,1,79.000
119,Mì Hải Sãn,1,89.000
120,Bò cuộn phô mai kim châm,1,89.000
120,Tôm cháy tỏi,1,69.000
120,Nước Ngọt.Suối,1,10.000
120,Mực Pattaya,1,69.000
121,Lẫu Thái,1,129.000
121,Nước Ngọt.Suối,2,10.000
121,Gỏi Sứa,1,59.000
122,Mì Hải Sãn,1,89.000
123,Ếch Xào Lăn,1,89.000
123,Nước Ngọt.Suối,1,10.000
124,Heineken,3,18.000
124,Rau Luộc Thập Cẩm,1,39.000
124,Kho Quẹt.,1,29.000
124,Nước Ngọt.Suối,1,10.000
124,Bò Ngậm Tỏi Nướng,1,89.000
124,Mực Nia Pallet,1,99.000
124,Cơm Rang Hãi Sãn,1,79.000
124,Sườn Nướng Pallet,1,99.000
125,Mực Pattaya,1,69.000
125,Nước Ngọt.Suối,2,10.000
125,Tiger Nâu,5,14.000
125,Lẫu Nướng Pallet,1,189.000
125,.Ốc Hấp Tiêu,1,39.000
126,Cơm Rang Hãi Sãn,1,79.000
127,Nước Ngọt.Suối,2,10.000
127,Gỏi Sứa,1,59.000
127,Mực Pattaya,1,69.000
127,Bao Tử Cá Chiên Nước Mắm,1,49.000
127,Beck's,1,14.000
128,Nước Ngọt.Suối,1,10.000
128,Mực Pattaya,1,69.000
128,Mì Hải Sãn,1,89.000
128,Đậu Phộng,1,10.000
128,Beck's,8,14.000
129,Nước Ngọt.Suối,2,10.000
129,Mực Pattaya,1,69.000
129,Lẫu Bò Kampot,1,169.000
130,Beck's,3,14.000
130,Tiger Nâu,18,14.000
130,Rau Luộc Thập Cẩm,1,39.000
130,.Tàu Hủ Sã Ớt,1,39.000
130,Trứng Hồng Đào,6,6.000
130,Bao Tử Cá Chiên Giòn,1,49.000
130,Mực Pattaya,1,69.000
131,Mực Hấp Gừng,1,69.000
131,Nước Ngọt.Suối,1,10.000
131,Lẫu Gà Chanh Ớt,1,139.000
132,Chân Gà Chiên Nước Mắm shock,1,19.000
132,Nước Ngọt.Suối,2,10.000
132,Tiger Bạc,3,15.500
132,Dồi Trường Xào Dưa Cãi,1,89.000
132,Bao Tử Cá Chiên Nước Mắm,1,49.000
132,Lẫu Thái,1,129.000
132,Cá Trứng Chiên Dòn,1,49.000
133,.Rau Thêm Lẫu,1,15.000
133,Sài Gòn special,7,14.500
133,Chân Gà Chiên Nước Mắm shock,1,19.000
133,Nước Ngọt.Suối,2,10.000
133,Mực Pattaya,1,69.000
133,Lẫu Mẽ Cá Đuối,1,139.000
133,Gà Nia,1,159.000
134,Larue,10,10.500
134,Cơm Trắng,1,10.000
134,Bao Tử Cá Chiên Nước Mắm,1,49.000
134,Trứng Xào Khổ Qua,1,49.000
135,Ốc Bưu Quay Lu,1,49.000
135,Đậu Phộng,1,10.000
135,Chân Gà Chiên Nước Mắm shock,1,19.000
135,Gỏi Sứa,1,59.000
135,Sai Gòn Đỏ,20,11.000
136,Nước Ngọt.Suối,1,10.000
136,Mực Pattaya,2,69.000
136,Cơm Rang Hãi Sãn,1,79.000
137,Chân Gà Chiên Nước Mắm shock,1,19.000
137,Nước Ngọt.Suối,2,10.000
137,Cơm Rang Tỏi,1,49.000
137,Lẫu Bò Kampot,1,169.000
138,Mực Pattaya,1,69.000
138,Cơm Rang Tỏi,1,49.000
139,Nước Ngọt.Suối,4,10.000
139,Lẫu Thái,1,129.000
139,Chân Gà Chiên Nước Mắm shock,1,19.000
139,Ốc Bưu Quay Lu,1,49.000
140,Gỏi Đu Đủ Ba Khía,1,69.000
140,Mực Pattaya,1,69.000
140,Cật Nướng Tiêu,1,69.000
140,Nước Ngọt.Suối,2,10.000
141,Mực Pattaya,1,69.000
141,.Ốc Hấp Tiêu,1,39.000
141,Tiger Bạc,2,15.500
142,Khoai Tây Chiên,1,29.000
142,Gỏi Sứa,1,59.000
142,Sai Gòn Đỏ,27,11.000
142,Tiger Nâu,7,14.000
142,Rau Luộc Thập Cẩm,1,39.000
142,Éch Chiên Nươc Mắm,1,79.000
142,Cá Đuối Nướng Muối Ớt,1,79.000
142,Trứng Hồng Đào,3,6.000
143,Bánh Chè Nướng Chao,1,69.000
143,Bò cuộn phô mai kim châm,1,89.000
143,Nước Ngọt.Suối,1,10.000
143,.Tàu Hủ Sã Ớt,1,39.000
143,Chặng Dừng Nướng Sate,1,69.000
143,Tiger Bạc,36,15.500
143,Lẫu Bò Kampot,1,169.000
143,Mực Pattaya,3,69.000
144,Bò Ngậm Tỏi Nướng,1,89.000
144,Nước Ngọt.Suối,2,10.000
144,Mực Pattaya,1,69.000
144,Bao Tử Cá Chiên Giòn,1,49.000
144,Cơm Rang Hãi Sãn,1,79.000
145,Gà Nia,1,159.000
145,.Sụn Gà Chiên Nước Mắm,1,59.000
145,Khoai Tây Chiên,1,29.000
145,Bò cuộn phô mai kim châm,1,89.000
145,Mực Pattaya,1,69.000
145,Nước Ngọt.Suối,1,10.000
146,.Rau Thêm Lẫu,1,15.000
146,Nước Ngọt.Suối,1,10.000
146,Bao Tử Cá Chiên Giòn,1,49.000
146,Lẫu Thái,1,129.000
146,Mực Pattaya,1,69.000
146,Tiger Nâu,8,14.000
146,Cá Trứng Chiên Dòn,1,49.000
147,Tôm nướng muối ớt,1,69.000
147,Óc Tủy Hấp Gừng,1,69.000
147,Nước Ngọt.Suối,2,10.000
147,Cơm Rang Cá Mặn,1,59.000
148,Mực Pattaya,1,69.000
148,Beck's,3,14.000
148,Sườn Nướng Sữa,1,89.000
148,Tiger Nâu,8,14.000
148,Tiger Bạc,1,15.500
149,Ếch Chiên Bơ,1,79.000
149,Cơm Rang Tỏi,1,49.000
149,Mực Pattaya,2,69.000
149,Tiger Nâu,37,14.000
150,Tiger Nâu,4,14.000
150,Gỏi Sứa,1,59.000
150,Mực Pattaya,2,69.000
150,Nước Ngọt.Suối,1,10.000
151,Cá Trứng Chiên Dòn,1,49.000
151,Rau Luộc Thập Cẩm,1,39.000
151,Cơm Rang Tỏi,1,49.000
151,Tiger Nâu,2,14.000
151,Gà Nia,1,159.000
152,Cơm Rang Tỏi,1,49.000
153,Mực Pattaya,1,69.000
153,Mực Chiên Giòn,1,69.000
153,Nước Ngọt.Suối,1,10.000
153,Cơm Rang Hãi Sãn,1,79.000
153,Sài Gòn special,18,14.500
154,Éch Chiên Nươc Mắm,2,79.000
154,Ốc Bưu Quay Lu,2,49.000
154,Cơm Rang Tỏi,2,49.000
154,Sài Gòn special,11,14.500
154,Nước Ngọt.Suối,4,10.000
154,Mực Hấp Gừng,2,69.000
154,Mực Pattaya,2,69.000
155,Mực Pattaya,1,69.000
155,Cơm Rang Hãi Sãn,1,79.000
155,Tôm cháy tỏi,1,69.000
155,Nước Ngọt.Suối,2,10.000
156,Tiger Nâu,2,14.000
156,Nước Ngọt.Suối,1,10.000
156,Bò cuộn phô mai kim châm,1,89.000
